County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,CTYNAME,STNAME
"Pima County, AZ",4019.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,142.0,Pima County,AZ
"Pima County, AZ",4019.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0,Pima County,AZ
"Pinal County, AZ",4021.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Pinal County,AZ
"Pinal County, AZ",4021.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Pinal County,AZ
"Yavapai County, AZ",4025.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Yavapai County,AZ
"Yavapai County, AZ",4025.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Yavapai County,AZ
"Yuma County, AZ",4027.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Yuma County,AZ
"Adams County, CO",8001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,Adams County,CO
"Adams County, CO",8001.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Adams County,CO
"Arapahoe County, CO",8005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,Arapahoe County,CO
"Arapahoe County, CO",8005.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Arapahoe County,CO
"Boulder County, CO",8013.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Boulder County,CO
"Boulder County, CO",8013.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Boulder County,CO
"Denver County, CO",8031.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0,Denver County,CO
"Denver County, CO",8031.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Denver County,CO
"Douglas County, CO",8035.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Douglas County,CO
"El Paso County, CO",8041.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,El Paso County,CO
"El Paso County, CO",8041.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,El Paso County,CO
"Jefferson County, CO",8059.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,Jefferson County,CO
"Larimer County, CO",8069.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Larimer County,CO
"Mesa County, CO",8077.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Mesa County,CO
"Pueblo County, CO",8101.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Pueblo County,CO
"Weld County, CO",8123.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Weld County,CO
"Alachua County, FL",12001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Alachua County,FL
"Bay County, FL",12005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Bay County,FL
"Brevard County, FL",12009.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,Brevard County,FL
"Brevard County, FL",12009.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Brevard County,FL
"Broward County, FL",12011.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,Broward County,FL
"Broward County, FL",12011.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0,Broward County,FL
"Broward County, FL",12011.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,Broward County,FL
"Citrus County, FL",12017.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Citrus County,FL
"Clay County, FL",12019.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Clay County,FL
"Collier County, FL",12021.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,Collier County,FL
"Collier County, FL",12021.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Collier County,FL
"Duval County, FL",12031.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,Duval County,FL
"Duval County, FL",12031.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,Duval County,FL
"Escambia County, FL",12033.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Escambia County,FL
"Hernando County, FL",12053.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Hernando County,FL
"Hillsborough County, FL",12057.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0,Hillsborough County,FL
"Hillsborough County, FL",12057.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,Hillsborough County,FL
"Indian River County, FL",12061.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Indian River County,FL
"Lake County, FL",12069.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Lake County,FL
"Lee County, FL",12071.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,Lee County,FL
"Lee County, FL",12071.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Lee County,FL
"Manatee County, FL",12081.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,Manatee County,FL
"Manatee County, FL",12081.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Manatee County,FL
"Marion County, FL",12083.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,Marion County,FL
"Martin County, FL",12085.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Martin County,FL
"Miami-Dade County, FL",12086.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,Miami-Dade County,FL
"Miami-Dade County, FL",12086.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,Miami-Dade County,FL
"Nassau County, FL",12089.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Nassau County,FL
"Okaloosa County, FL",12091.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Okaloosa County,FL
"Orange County, FL",12095.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,Orange County,FL
"Orange County, FL",12095.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Orange County,FL
"Osceola County, FL",12097.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Osceola County,FL
"Palm Beach County, FL",12099.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,218.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,44.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Palm Beach County,FL
"Pasco County, FL",12101.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0,Pasco County,FL
"Pasco County, FL",12101.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,Pasco County,FL
"Pinellas County, FL",12103.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,223.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,Pinellas County,FL
"Polk County, FL",12105.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,Polk County,FL
"Polk County, FL",12105.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Polk County,FL
"St. Johns County, FL",12109.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,St. Johns County,FL
"St. Lucie County, FL",12111.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,St. Lucie County,FL
"Santa Rosa County, FL",12113.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Santa Rosa County,FL
"Sarasota County, FL",12115.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,Sarasota County,FL
"Sarasota County, FL",12115.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Sarasota County,FL
"Seminole County, FL",12117.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,Seminole County,FL
"Seminole County, FL",12117.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Seminole County,FL
"Volusia County, FL",12127.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,Volusia County,FL
"Volusia County, FL",12127.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Volusia County,FL
"Hawaii County, HI",15001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hawaii County,HI
"Hawaii County, HI",15001.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,Hawaii County,HI
"Honolulu County, HI",15003.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,Honolulu County,HI
"Acadia Parish, LA",22001.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Acadia Parish,LA
"Ascension Parish, LA",22005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Ascension Parish,LA
"Bossier Parish, LA",22015.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Bossier Parish,LA
"Caddo Parish, LA",22017.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Caddo Parish,LA
"Calcasieu Parish, LA",22019.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,Calcasieu Parish,LA
"East Baton Rouge Parish, LA",22033.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,East Baton Rouge Parish,LA
"Jefferson Parish, LA",22051.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,Jefferson Parish,LA
"Lafayette Parish, LA",22055.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Lafayette Parish,LA
"Livingston Parish, LA",22063.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Livingston Parish,LA
"Orleans Parish, LA",22071.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,Orleans Parish,LA
"Ouachita Parish, LA",22073.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Ouachita Parish,LA
"St. Mary Parish, LA",22101.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,St. Mary Parish,LA
"St. Tammany Parish, LA",22103.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,St. Tammany Parish,LA
"Tangipahoa Parish, LA",22105.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Tangipahoa Parish,LA
"Terrebonne Parish, LA",22109.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Terrebonne Parish,LA
"Clark County, NV",32003.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,329.0,Clark County,NV
"Clark County, NV",32003.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,60.0,Clark County,NV
"Nye County, NV",32023.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Nye County,NV
"Washoe County, NV",32031.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,Washoe County,NV
"Washoe County, NV",32031.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Washoe County,NV
"Carson City, NV",32510.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Carson City,NV
"Albany County, NY",36001.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,Albany County,NY
"Bronx County, NY",36005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,Bronx County,NY
"Bronx County, NY",36005.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Bronx County,NY
"Broome County, NY",36007.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Broome County,NY
"Dutchess County, NY",36027.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Dutchess County,NY
"Erie County, NY",36029.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,Erie County,NY
"Erie County, NY",36029.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Erie County,NY
"Kings County, NY",36047.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,155.0,Kings County,NY
"Kings County, NY",36047.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Kings County,NY
"Monroe County, NY",36055.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,Monroe County,NY
"Monroe County, NY",36055.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Monroe County,NY
"Nassau County, NY",36059.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0,Nassau County,NY
"Nassau County, NY",36059.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Nassau County,NY
"New York County, NY",36061.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,New York County,NY
"New York County, NY",36061.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,New York County,NY
"Niagara County, NY",36063.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Niagara County,NY
"Onondaga County, NY",36067.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Onondaga County,NY
"Orange County, NY",36071.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Orange County,NY
"Oswego County, NY",36075.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Oswego County,NY
"Queens County, NY",36081.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Queens County,NY
"Queens County, NY",36081.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Queens County,NY
"Rensselaer County, NY",36083.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Rensselaer County,NY
"Richmond County, NY",36085.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,Richmond County,NY
"Rockland County, NY",36087.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Rockland County,NY
"Schenectady County, NY",36093.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Schenectady County,NY
"Suffolk County, NY",36103.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,141.0,Suffolk County,NY
"Suffolk County, NY",36103.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,Suffolk County,NY
"Westchester County, NY",36119.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,Westchester County,NY
"Westchester County, NY",36119.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Westchester County,NY
"Carter County, OK",40019.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Carter County,OK
"Cherokee County, OK",40021.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Cherokee County,OK
"Cleveland County, OK",40027.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Cleveland County,OK
"Creek County, OK",40037.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Creek County,OK
"Grady County, OK",40051.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Grady County,OK
"Le Flore County, OK",40079.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Le Flore County,OK
"McCurtain County, OK",40089.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,McCurtain County,OK
"Muskogee County, OK",40101.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Muskogee County,OK
"Oklahoma County, OK",40109.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,Oklahoma County,OK
"Oklahoma County, OK",40109.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Oklahoma County,OK
"Payne County, OK",40119.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Payne County,OK
"Pittsburg County, OK",40121.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Pittsburg County,OK
"Pontotoc County, OK",40123.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Pontotoc County,OK
"Pottawatomie County, OK",40125.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Pottawatomie County,OK
"Rogers County, OK",40131.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Rogers County,OK
"Sequoyah County, OK",40135.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Sequoyah County,OK
"Tulsa County, OK",40143.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0,Tulsa County,OK
"Wagoner County, OK",40145.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Wagoner County,OK
"Clackamas County, OR",41005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Clackamas County,OR
"Jackson County, OR",41029.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Jackson County,OR
"Lane County, OR",41039.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,Lane County,OR
"Lane County, OR",41039.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Lane County,OR
"Linn County, OR",41043.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Linn County,OR
"Marion County, OR",41047.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Marion County,OR
"Multnomah County, OR",41051.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,Multnomah County,OR
"Multnomah County, OR",41051.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Multnomah County,OR
"Multnomah County, OR",41051.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,Multnomah County,OR
"Washington County, OR",41067.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Washington County,OR
"Aiken County, SC",45003.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Aiken County,SC
"Anderson County, SC",45007.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Anderson County,SC
"Berkeley County, SC",45015.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Berkeley County,SC
"Charleston County, SC",45019.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,Charleston County,SC
"Greenville County, SC",45045.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,Greenville County,SC
"Greenville County, SC",45045.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Greenville County,SC
"Horry County, SC",45051.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Horry County,SC
"Lexington County, SC",45063.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Lexington County,SC
"Oconee County, SC",45073.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Oconee County,SC
"Pickens County, SC",45077.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Pickens County,SC
"Richland County, SC",45079.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Richland County,SC
"Spartanburg County, SC",45083.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,Spartanburg County,SC
"York County, SC",45091.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,York County,SC
